"","Mantel.local","Class.Index","P.value","run","Num.nursery","Constraints","Mimicry","step"
"25",0.0168638248768971,1,0.0099009900990099,25,1,"off",FALSE,0
"25.1",0.0222338511297804,3,0.0198019801980198,25,1,"off",FALSE,0
"25.2",0.0217800180151021,5,0.0297029702970297,25,1,"off",FALSE,0
"25.3",0.016231323840913,7,0.0396039603960396,25,1,"off",FALSE,0
"25.4",0.0109894911416332,9,0.0495049504950495,25,1,"off",FALSE,0
"25.5",0.0116712801461149,11,0.0594059405940594,25,1,"off",FALSE,0
"25.6",0.0112486685959013,13,0.0693069306930693,25,1,"off",FALSE,0
"25.7",0.0115475852984081,15,0.0792079207920792,25,1,"off",FALSE,0
"25.8",0.0113347608314439,17,0.0891089108910891,25,1,"off",FALSE,0
"25.9",0.00912556865275928,19,0.099009900990099,25,1,"off",FALSE,0
"25.10",0.00714588443241704,21,0.108910891089109,25,1,"off",FALSE,0
"25.11",0.0066563471749939,23,0.118811881188119,25,1,"off",FALSE,0
"25.12",0.00531090779073788,25,0.128712871287129,25,1,"off",FALSE,0
"25.13",0.00471041339468728,27,0.138613861386139,25,1,"off",FALSE,0
"25.14",0.00403231413400767,29,0.148514851485149,25,1,"off",FALSE,0
"26",0.0176624945010385,1,0.0099009900990099,26,1,"off",FALSE,0
"26.1",0.0238488329260382,3,0.0198019801980198,26,1,"off",FALSE,0
"26.2",0.0238930561248496,5,0.0297029702970297,26,1,"off",FALSE,0
"26.3",0.0190278438490606,7,0.0396039603960396,26,1,"off",FALSE,0
"26.4",0.0130675868592865,9,0.0495049504950495,26,1,"off",FALSE,0
"26.5",0.0127925771800316,11,0.0594059405940594,26,1,"off",FALSE,0
"26.6",0.01180442053398,13,0.0693069306930693,26,1,"off",FALSE,0
"26.7",0.0117018261023428,15,0.0792079207920792,26,1,"off",FALSE,0
"26.8",0.0116013844338304,17,0.0891089108910891,26,1,"off",FALSE,0
"26.9",0.00970602585905081,19,0.099009900990099,26,1,"off",FALSE,0
"26.10",0.00726125138324985,21,0.108910891089109,26,1,"off",FALSE,0
"26.11",0.00647688526642198,23,0.118811881188119,26,1,"off",FALSE,0
"26.12",0.00524745879035765,25,0.128712871287129,26,1,"off",FALSE,0
"26.13",0.0046143488293405,27,0.138613861386139,26,1,"off",FALSE,0
"26.14",0.00357119616705244,29,0.148514851485149,26,1,"off",FALSE,0
"27",0.0168581353597694,1,0.0099009900990099,27,1,"off",FALSE,0
"27.1",0.0223747826051741,3,0.0198019801980198,27,1,"off",FALSE,0
"27.2",0.0218154605530494,5,0.0297029702970297,27,1,"off",FALSE,0
"27.3",0.016403577499149,7,0.0396039603960396,27,1,"off",FALSE,0
"27.4",0.0112976863112994,9,0.0495049504950495,27,1,"off",FALSE,0
"27.5",0.0120540731218409,11,0.0594059405940594,27,1,"off",FALSE,0
"27.6",0.0112236289239574,13,0.0693069306930693,27,1,"off",FALSE,0
"27.7",0.011529235288165,15,0.0792079207920792,27,1,"off",FALSE,0
"27.8",0.0113974394046805,17,0.0891089108910891,27,1,"off",FALSE,0
"27.9",0.0093566338671762,19,0.099009900990099,27,1,"off",FALSE,0
"27.10",0.00769211292549067,21,0.108910891089109,27,1,"off",FALSE,0
"27.11",0.00688948710922688,23,0.118811881188119,27,1,"off",FALSE,0
"27.12",0.00577666076978696,25,0.128712871287129,27,1,"off",FALSE,0
"27.13",0.00528113141454127,27,0.138613861386139,27,1,"off",FALSE,0
"27.14",0.00438416695970395,29,0.148514851485149,27,1,"off",FALSE,0
"28",0.0177922912366348,1,0.0099009900990099,28,1,"off",FALSE,0
"28.1",0.0239038674539545,3,0.0198019801980198,28,1,"off",FALSE,0
"28.2",0.024147150982768,5,0.0297029702970297,28,1,"off",FALSE,0
"28.3",0.0191815325621933,7,0.0396039603960396,28,1,"off",FALSE,0
"28.4",0.0134307376098699,9,0.0495049504950495,28,1,"off",FALSE,0
"28.5",0.0130440578582326,11,0.0594059405940594,28,1,"off",FALSE,0
"28.6",0.012195889573212,13,0.0693069306930693,28,1,"off",FALSE,0
"28.7",0.011824555268993,15,0.0792079207920792,28,1,"off",FALSE,0
"28.8",0.0120828868693455,17,0.0891089108910891,28,1,"off",FALSE,0
"28.9",0.0101968001584013,19,0.099009900990099,28,1,"off",FALSE,0
"28.10",0.00777181567234262,21,0.108910891089109,28,1,"off",FALSE,0
"28.11",0.0070090540022942,23,0.118811881188119,28,1,"off",FALSE,0
"28.12",0.0058375844653053,25,0.128712871287129,28,1,"off",FALSE,0
"28.13",0.00491343586682702,27,0.138613861386139,28,1,"off",FALSE,0
"28.14",0.00388400715080014,29,0.148514851485149,28,1,"off",FALSE,0
"29",0.016731788621472,1,0.0099009900990099,29,1,"off",FALSE,0
"29.1",0.0224256561879729,3,0.0198019801980198,29,1,"off",FALSE,0
"29.2",0.0218008483230756,5,0.0297029702970297,29,1,"off",FALSE,0
"29.3",0.0165870694393246,7,0.0396039603960396,29,1,"off",FALSE,0
"29.4",0.011446576071373,9,0.0495049504950495,29,1,"off",FALSE,0
"29.5",0.0120474900592868,11,0.0594059405940594,29,1,"off",FALSE,0
"29.6",0.0113887312053205,13,0.0693069306930693,29,1,"off",FALSE,0
"29.7",0.0116534857106771,15,0.0792079207920792,29,1,"off",FALSE,0
"29.8",0.0113178192661339,17,0.0891089108910891,29,1,"off",FALSE,0
"29.9",0.00896628217826208,19,0.099009900990099,29,1,"off",FALSE,0
"29.10",0.0071770164307723,21,0.108910891089109,29,1,"off",FALSE,0
"29.11",0.0065044700384576,23,0.118811881188119,29,1,"off",FALSE,0
"29.12",0.00548690911272599,25,0.128712871287129,29,1,"off",FALSE,0
"29.13",0.00493157977330054,27,0.138613861386139,29,1,"off",FALSE,0
"29.14",0.00386666528262382,29,0.148514851485149,29,1,"off",FALSE,0
"30",0.0163899602858878,1,0.0099009900990099,30,1,"off",FALSE,0
"30.1",0.0219160436179035,3,0.0198019801980198,30,1,"off",FALSE,0
"30.2",0.0211310569077442,5,0.0297029702970297,30,1,"off",FALSE,0
"30.3",0.0155771988795908,7,0.0396039603960396,30,1,"off",FALSE,0
"30.4",0.0105936753121354,9,0.0495049504950495,30,1,"off",FALSE,0
"30.5",0.0115267683789441,11,0.0594059405940594,30,1,"off",FALSE,0
"30.6",0.010605156235776,13,0.0693069306930693,30,1,"off",FALSE,0
"30.7",0.0111658840892818,15,0.0792079207920792,30,1,"off",FALSE,0
"30.8",0.0104951853543868,17,0.0891089108910891,30,1,"off",FALSE,0
"30.9",0.00838699282700115,19,0.099009900990099,30,1,"off",FALSE,0
"30.10",0.00667821941565325,21,0.108910891089109,30,1,"off",FALSE,0
"30.11",0.00604467466614526,23,0.118811881188119,30,1,"off",FALSE,0
"30.12",0.0047133968649702,25,0.128712871287129,30,1,"off",FALSE,0
"30.13",0.0041030934240061,27,0.138613861386139,30,1,"off",FALSE,0
"30.14",0.00351297157694797,29,0.148514851485149,30,1,"off",FALSE,0
