"","Moran.dist.class","Moran.local","p.value","Rownumber","run","Comparison.type","Yard.diff","Neighbor.dist","Num.nursery","Mimicry","Constraints","step","Run"
"198",6.16255036166579,0.745133597571844,0,3,16,"equal",0,3,4,TRUE,"off",99,14
"199",8.22757030633211,0.656365261672801,0,4,16,"equal",0,3,4,TRUE,"off",99,14
"200",10.2925902509984,0.564652550569335,0,5,16,"equal",0,3,4,TRUE,"off",99,14
"201",12.3576101956647,0.478790115031823,0,6,16,"equal",0,3,4,TRUE,"off",99,14
"202",14.4226301403311,0.395670961286694,0,7,16,"equal",0,3,4,TRUE,"off",99,14
"203",16.4876500849974,0.312654280231674,0,8,16,"equal",0,3,4,TRUE,"off",99,14
"204",18.5526700296637,0.238735860137048,0,9,16,"equal",0,3,4,TRUE,"off",99,14
"205",20.61768997433,0.171256096201454,0,10,16,"equal",0,3,4,TRUE,"off",99,14
"206",22.6827099189963,0.112824839196793,0,11,16,"equal",0,3,4,TRUE,"off",99,14
"207",24.7477298636626,0.06197215666773,0,12,16,"equal",0,3,4,TRUE,"off",99,14
"208",26.812749808329,0.0188507496710677,7.62398078475925e-93,13,16,"equal",0,3,4,TRUE,"off",99,14
"209",28.8777697529953,-0.0154719357727216,1,14,16,"equal",0,3,4,TRUE,"off",99,14
"210",30.9427896976616,-0.0455827040006719,1,15,16,"equal",0,3,4,TRUE,"off",99,14
"211",2.03250997233316,0.907705478408829,0,1,17,"equal",0,3,4,TRUE,"off",99,15
"212",4.09753041699947,0.802688982430556,0,2,17,"equal",0,3,4,TRUE,"off",99,15
"213",6.16255036166579,0.688899022274952,0,3,17,"equal",0,3,4,TRUE,"off",99,15
"214",8.22757030633211,0.555925913400084,0,4,17,"equal",0,3,4,TRUE,"off",99,15
"215",10.2925902509984,0.405928411067759,0,5,17,"equal",0,3,4,TRUE,"off",99,15
"216",12.3576101956647,0.265099117912533,0,6,17,"equal",0,3,4,TRUE,"off",99,15
"217",14.4226301403311,0.138488710673475,0,7,17,"equal",0,3,4,TRUE,"off",99,15
"218",16.4876500849974,0.0332435740627202,1.76004708798932e-213,8,17,"equal",0,3,4,TRUE,"off",99,15
