"","Mantel.local","Class.Index","P.value","run","Comparison.type","Yard.diff","Neighbor.distance","Num.nursery","Mimicry","Constraints","Step"
"250.9",2.52946692534523e-05,19,1,250,"equal-or-greater","4",12,1,TRUE,"off",8
"250.10",-0.000289137035950603,21,1,250,"equal-or-greater","4",12,1,TRUE,"off",8
"250.11",-0.000168008206667676,23,1,250,"equal-or-greater","4",12,1,TRUE,"off",8
"250.12",-0.000473147206115823,25,1,250,"equal-or-greater","4",12,1,TRUE,"off",8
"250.13",-0.000512585086288698,27,0.98019801980198,250,"equal-or-greater","4",12,1,TRUE,"off",8
"250.14",-0.000720325903785829,29,0.386138613861386,250,"equal-or-greater","4",12,1,TRUE,"off",8
"251",0.0623638745827795,1,0.0099009900990099,251,"equal","0",1,1,TRUE,"off",99
"251.1",0.038497493209454,3,0.0198019801980198,251,"equal","0",1,1,TRUE,"off",99
"251.2",0.0161027527541914,5,0.0297029702970297,251,"equal","0",1,1,TRUE,"off",99
"251.3",0.00658000272254084,7,0.0396039603960396,251,"equal","0",1,1,TRUE,"off",99
"251.4",0.00393903422295203,9,0.0495049504950495,251,"equal","0",1,1,TRUE,"off",99
"251.5",0.00409211891005795,11,0.0594059405940594,251,"equal","0",1,1,TRUE,"off",99
"251.6",0.0028247766968878,13,0.0693069306930693,251,"equal","0",1,1,TRUE,"off",99
"251.7",0.00256435294594743,15,0.0792079207920792,251,"equal","0",1,1,TRUE,"off",99
"251.8",0.00268187656022691,17,0.0891089108910891,251,"equal","0",1,1,TRUE,"off",99
"251.9",0.00277877501458126,19,0.099009900990099,251,"equal","0",1,1,TRUE,"off",99
"251.10",0.00366405848939521,21,0.108910891089109,251,"equal","0",1,1,TRUE,"off",99
"251.11",0.00338355448760311,23,0.118811881188119,251,"equal","0",1,1,TRUE,"off",99
"251.12",0.00429387501222181,25,0.128712871287129,251,"equal","0",1,1,TRUE,"off",99
"251.13",0.00427106084258363,27,0.138613861386139,251,"equal","0",1,1,TRUE,"off",99
"251.14",0.00445583697062244,29,0.148514851485149,251,"equal","0",1,1,TRUE,"off",99
"252",0.0616194085250368,1,0.0099009900990099,252,"equal","0",1,1,TRUE,"off",99
"252.1",0.0356759041019822,3,0.0198019801980198,252,"equal","0",1,1,TRUE,"off",99
"252.2",0.0146206289112596,5,0.0297029702970297,252,"equal","0",1,1,TRUE,"off",99
"252.3",0.00590839742903978,7,0.0396039603960396,252,"equal","0",1,1,TRUE,"off",99
"252.4",0.00382577358480022,9,0.0495049504950495,252,"equal","0",1,1,TRUE,"off",99
"252.5",0.00460287200269309,11,0.0594059405940594,252,"equal","0",1,1,TRUE,"off",99
"252.6",0.00390937325117965,13,0.0693069306930693,252,"equal","0",1,1,TRUE,"off",99
"252.7",0.00395373962835591,15,0.0792079207920792,252,"equal","0",1,1,TRUE,"off",99
"252.8",0.00400806560184046,17,0.0891089108910891,252,"equal","0",1,1,TRUE,"off",99
"252.9",0.00379157298879751,19,0.099009900990099,252,"equal","0",1,1,TRUE,"off",99
"252.10",0.00482480364757458,21,0.108910891089109,252,"equal","0",1,1,TRUE,"off",99
"252.11",0.00499479625650204,23,0.118811881188119,252,"equal","0",1,1,TRUE,"off",99
"252.12",0.00674981305261144,25,0.128712871287129,252,"equal","0",1,1,TRUE,"off",99
"252.13",0.00745117828994116,27,0.138613861386139,252,"equal","0",1,1,TRUE,"off",99
"252.14",0.00792489019880923,29,0.148514851485149,252,"equal","0",1,1,TRUE,"off",99
"253",0.0631328472393339,1,0.0099009900990099,253,"equal","0",1,1,TRUE,"off",99
"253.1",0.0372481783484703,3,0.0198019801980198,253,"equal","0",1,1,TRUE,"off",99
"253.2",0.0156898284392826,5,0.0297029702970297,253,"equal","0",1,1,TRUE,"off",99
"253.3",0.00613865765636524,7,0.0396039603960396,253,"equal","0",1,1,TRUE,"off",99
"253.4",0.00373507177414612,9,0.0495049504950495,253,"equal","0",1,1,TRUE,"off",99
"253.5",0.0026622791673154,11,0.0594059405940594,253,"equal","0",1,1,TRUE,"off",99
"253.6",0.00127440903528929,13,0.0693069306930693,253,"equal","0",1,1,TRUE,"off",99
"253.7",0.00217859058480928,15,0.0792079207920792,253,"equal","0",1,1,TRUE,"off",99
"253.8",0.00293946174381585,17,0.0891089108910891,253,"equal","0",1,1,TRUE,"off",99
"253.9",0.00380091831554918,19,0.099009900990099,253,"equal","0",1,1,TRUE,"off",99
"253.10",0.00380404816879852,21,0.108910891089109,253,"equal","0",1,1,TRUE,"off",99
"253.11",0.00281352085413389,23,0.118811881188119,253,"equal","0",1,1,TRUE,"off",99
"253.12",0.0032898312901327,25,0.128712871287129,253,"equal","0",1,1,TRUE,"off",99
"253.13",0.00351229553323019,27,0.138613861386139,253,"equal","0",1,1,TRUE,"off",99
"253.14",0.0036198003949602,29,0.148514851485149,253,"equal","0",1,1,TRUE,"off",99
"254",0.0628329790242375,1,0.0099009900990099,254,"equal","0",1,1,TRUE,"off",99
"254.1",0.0353449275628646,3,0.0198019801980198,254,"equal","0",1,1,TRUE,"off",99
"254.2",0.0135323328504454,5,0.0297029702970297,254,"equal","0",1,1,TRUE,"off",99
"254.3",0.00482957396932102,7,0.0396039603960396,254,"equal","0",1,1,TRUE,"off",99
"254.4",0.00243719551556426,9,0.0495049504950495,254,"equal","0",1,1,TRUE,"off",99
"254.5",0.00215124135242619,11,0.0594059405940594,254,"equal","0",1,1,TRUE,"off",99
"254.6",0.000747485238948715,13,0.0693069306930693,254,"equal","0",1,1,TRUE,"off",99
"254.7",0.000383812571144312,15,0.128712871287129,254,"equal","0",1,1,TRUE,"off",99
"254.8",0.000186871442746646,17,0.306930693069307,254,"equal","0",1,1,TRUE,"off",99
"254.9",0.000372486657105687,19,0.386138613861386,254,"equal","0",1,1,TRUE,"off",99
"254.10",0.00100159823611089,21,0.108910891089109,254,"equal","0",1,1,TRUE,"off",99
"254.11",0.000230194770024311,23,0.594059405940594,254,"equal","0",1,1,TRUE,"off",99
"254.12",0.000513055550725849,25,0.643564356435644,254,"equal","0",1,1,TRUE,"off",99
"254.13",0.0012637804931636,27,0.158415841584158,254,"equal","0",1,1,TRUE,"off",99
"254.14",0.00198943359759825,29,0.148514851485149,254,"equal","0",1,1,TRUE,"off",99
"255",0.0646013526539678,1,0.0099009900990099,255,"equal","0",1,1,TRUE,"off",99
"255.1",0.0427618706779812,3,0.0198019801980198,255,"equal","0",1,1,TRUE,"off",99
"255.2",0.0210451109574335,5,0.0297029702970297,255,"equal","0",1,1,TRUE,"off",99
"255.3",0.0105275803896684,7,0.0396039603960396,255,"equal","0",1,1,TRUE,"off",99
"255.4",0.00718794296888888,9,0.0495049504950495,255,"equal","0",1,1,TRUE,"off",99
"255.5",0.00634079687424111,11,0.0594059405940594,255,"equal","0",1,1,TRUE,"off",99
"255.6",0.0056823172004844,13,0.0693069306930693,255,"equal","0",1,1,TRUE,"off",99
"255.7",0.00527348691977867,15,0.0792079207920792,255,"equal","0",1,1,TRUE,"off",99
"255.8",0.00535901174706776,17,0.0891089108910891,255,"equal","0",1,1,TRUE,"off",99
"255.9",0.00568357592782882,19,0.099009900990099,255,"equal","0",1,1,TRUE,"off",99
"255.10",0.00640935676735732,21,0.108910891089109,255,"equal","0",1,1,TRUE,"off",99
"255.11",0.00583194518820149,23,0.118811881188119,255,"equal","0",1,1,TRUE,"off",99
"255.12",0.00576816915092645,25,0.128712871287129,255,"equal","0",1,1,TRUE,"off",99
"255.13",0.00537189277448065,27,0.138613861386139,255,"equal","0",1,1,TRUE,"off",99
"255.14",0.00511280219715065,29,0.148514851485149,255,"equal","0",1,1,TRUE,"off",99
"256",0.0617777347551265,1,0.0099009900990099,256,"equal","0",1,1,TRUE,"off",99
"256.1",0.0313843968568362,3,0.0198019801980198,256,"equal","0",1,1,TRUE,"off",99
"256.2",0.00999233755913362,5,0.0297029702970297,256,"equal","0",1,1,TRUE,"off",99
"256.3",0.00246240048038216,7,0.0396039603960396,256,"equal","0",1,1,TRUE,"off",99
"256.4",0.00149975228223537,9,0.0495049504950495,256,"equal","0",1,1,TRUE,"off",99
"256.5",0.00167018023494608,11,0.0594059405940594,256,"equal","0",1,1,TRUE,"off",99
"256.6",-0.000215029223150253,13,0.178217821782178,256,"equal","0",1,1,TRUE,"off",99
"256.7",-0.00047508551703604,15,0.138613861386139,256,"equal","0",1,1,TRUE,"off",99
"256.8",-2.42565630133543e-05,17,0.445544554455446,256,"equal","0",1,1,TRUE,"off",99
"256.9",0.000423321542650161,19,0.504950495049505,256,"equal","0",1,1,TRUE,"off",99
"256.10",0.000687667710645677,21,0.247524752475248,256,"equal","0",1,1,TRUE,"off",99
"256.11",0.000154721036617168,23,0.673267326732673,256,"equal","0",1,1,TRUE,"off",99
"256.12",0.000501147945042558,25,0.643564356435644,256,"equal","0",1,1,TRUE,"off",99
"256.13",0.000332217871505843,27,0.841584158415842,256,"equal","0",1,1,TRUE,"off",99
"256.14",-0.000272441306889679,29,1,256,"equal","0",1,1,TRUE,"off",99
"257",0.0654678938580243,1,0.0099009900990099,257,"equal","0",1,1,TRUE,"off",99
"257.1",0.039135908169431,3,0.0198019801980198,257,"equal","0",1,1,TRUE,"off",99
"257.2",0.0145259336507591,5,0.0297029702970297,257,"equal","0",1,1,TRUE,"off",99
"257.3",0.00363657020504103,7,0.0396039603960396,257,"equal","0",1,1,TRUE,"off",99
"257.4",0.000467134178543199,9,0.0495049504950495,257,"equal","0",1,1,TRUE,"off",99
"257.5",0.000276421416383034,11,0.168316831683168,257,"equal","0",1,1,TRUE,"off",99
"257.6",-0.00145190882552116,13,0.0693069306930693,257,"equal","0",1,1,TRUE,"off",99
"257.7",-0.00173938153703039,15,0.0792079207920792,257,"equal","0",1,1,TRUE,"off",99
"257.8",-0.0015491905868118,17,0.0891089108910891,257,"equal","0",1,1,TRUE,"off",99
"257.9",-0.00128514660879076,19,0.099009900990099,257,"equal","0",1,1,TRUE,"off",99
"257.10",-0.00071857470052019,21,0.108910891089109,257,"equal","0",1,1,TRUE,"off",99
"257.11",-0.00236456555669552,23,0.118811881188119,257,"equal","0",1,1,TRUE,"off",99
"257.12",-0.00255248611108062,25,0.128712871287129,257,"equal","0",1,1,TRUE,"off",99
"257.13",-0.00254789372275456,27,0.138613861386139,257,"equal","0",1,1,TRUE,"off",99
"257.14",-0.00364020526111042,29,0.148514851485149,257,"equal","0",1,1,TRUE,"off",99
"258",0.0605024972267855,1,0.0099009900990099,258,"equal","0",1,1,TRUE,"off",99
"258.1",0.0301915205420886,3,0.0198019801980198,258,"equal","0",1,1,TRUE,"off",99
"258.2",0.00907518980559517,5,0.0297029702970297,258,"equal","0",1,1,TRUE,"off",99
"258.3",0.00270077212239688,7,0.0396039603960396,258,"equal","0",1,1,TRUE,"off",99
"258.4",0.00184275093354801,9,0.0495049504950495,258,"equal","0",1,1,TRUE,"off",99
"258.5",0.00280003279423053,11,0.0594059405940594,258,"equal","0",1,1,TRUE,"off",99
"258.6",0.00177479659058471,13,0.0693069306930693,258,"equal","0",1,1,TRUE,"off",99
"258.7",0.00128571956810414,15,0.0792079207920792,258,"equal","0",1,1,TRUE,"off",99
"258.8",0.000957992517243965,17,0.0891089108910891,258,"equal","0",1,1,TRUE,"off",99
"258.9",0.000136807777439478,19,0.405940594059406,258,"equal","0",1,1,TRUE,"off",99
"258.10",5.65625339522823e-05,21,0.811881188118812,258,"equal","0",1,1,TRUE,"off",99
"258.11",-3.6145044082565e-05,23,1,258,"equal","0",1,1,TRUE,"off",99
"258.12",-0.000543624531486016,25,0.673267326732673,258,"equal","0",1,1,TRUE,"off",99
"258.13",-0.00109416953998296,27,0.138613861386139,258,"equal","0",1,1,TRUE,"off",99
"258.14",-0.00103684132411762,29,0.148514851485149,258,"equal","0",1,1,TRUE,"off",99
"259",0.0658316244430825,1,0.0099009900990099,259,"equal","0",1,1,TRUE,"off",99
"259.1",0.0437499546814943,3,0.0198019801980198,259,"equal","0",1,1,TRUE,"off",99
"259.2",0.0204406253559444,5,0.0297029702970297,259,"equal","0",1,1,TRUE,"off",99
"259.3",0.0092306282137485,7,0.0396039603960396,259,"equal","0",1,1,TRUE,"off",99
"259.4",0.00591326354251988,9,0.0495049504950495,259,"equal","0",1,1,TRUE,"off",99
"259.5",0.0056980699159182,11,0.0594059405940594,259,"equal","0",1,1,TRUE,"off",99
"259.6",0.00370523503534978,13,0.0693069306930693,259,"equal","0",1,1,TRUE,"off",99
"259.7",0.00308824098638651,15,0.0792079207920792,259,"equal","0",1,1,TRUE,"off",99
"259.8",0.00315548292010533,17,0.0891089108910891,259,"equal","0",1,1,TRUE,"off",99
"259.9",0.00368073649102372,19,0.099009900990099,259,"equal","0",1,1,TRUE,"off",99
"259.10",0.00513315847529136,21,0.108910891089109,259,"equal","0",1,1,TRUE,"off",99
"259.11",0.0040382697428962,23,0.118811881188119,259,"equal","0",1,1,TRUE,"off",99
"259.12",0.00460386401875454,25,0.128712871287129,259,"equal","0",1,1,TRUE,"off",99
"259.13",0.00534634684926648,27,0.138613861386139,259,"equal","0",1,1,TRUE,"off",99
"259.14",0.00551635881022798,29,0.148514851485149,259,"equal","0",1,1,TRUE,"off",99
"260",0.0619082378194723,1,0.0099009900990099,260,"equal","0",1,1,TRUE,"off",99
"260.1",0.0331170804263847,3,0.0198019801980198,260,"equal","0",1,1,TRUE,"off",99
"260.2",0.0116795210451333,5,0.0297029702970297,260,"equal","0",1,1,TRUE,"off",99
"260.3",0.00378102986681381,7,0.0396039603960396,260,"equal","0",1,1,TRUE,"off",99
"260.4",0.00173222003998265,9,0.0495049504950495,260,"equal","0",1,1,TRUE,"off",99
"260.5",0.00279631059880158,11,0.0594059405940594,260,"equal","0",1,1,TRUE,"off",99
"260.6",0.00185668566838139,13,0.0693069306930693,260,"equal","0",1,1,TRUE,"off",99
"260.7",0.00144374341953677,15,0.0792079207920792,260,"equal","0",1,1,TRUE,"off",99
"260.8",0.00163350327499397,17,0.0891089108910891,260,"equal","0",1,1,TRUE,"off",99
"260.9",0.00266316794537944,19,0.099009900990099,260,"equal","0",1,1,TRUE,"off",99
"260.10",0.00467330431331378,21,0.108910891089109,260,"equal","0",1,1,TRUE,"off",99
"260.11",0.00466474941256748,23,0.118811881188119,260,"equal","0",1,1,TRUE,"off",99
"260.12",0.00543579468956567,25,0.128712871287129,260,"equal","0",1,1,TRUE,"off",99
"260.13",0.00476911064072104,27,0.138613861386139,260,"equal","0",1,1,TRUE,"off",99
"260.14",0.00431826882170926,29,0.148514851485149,260,"equal","0",1,1,TRUE,"off",99
"261",0.0289636079767675,1,0.0099009900990099,261,"equal","0",3,1,TRUE,"off",99
"261.1",0.0325854696697617,3,0.0198019801980198,261,"equal","0",3,1,TRUE,"off",99
"261.2",0.023352616618293,5,0.0297029702970297,261,"equal","0",3,1,TRUE,"off",99
"261.3",0.013918575663072,7,0.0396039603960396,261,"equal","0",3,1,TRUE,"off",99
"261.4",0.00853345323666161,9,0.0495049504950495,261,"equal","0",3,1,TRUE,"off",99
"261.5",0.00588722614954395,11,0.0594059405940594,261,"equal","0",3,1,TRUE,"off",99
"261.6",0.00334782937172413,13,0.0693069306930693,261,"equal","0",3,1,TRUE,"off",99
"261.7",0.0023409386251222,15,0.0792079207920792,261,"equal","0",3,1,TRUE,"off",99
"261.8",0.00190227562428915,17,0.0891089108910891,261,"equal","0",3,1,TRUE,"off",99
"261.9",0.00161784508260971,19,0.099009900990099,261,"equal","0",3,1,TRUE,"off",99
"261.10",0.00202006459088394,21,0.108910891089109,261,"equal","0",3,1,TRUE,"off",99
"261.11",0.00122005227627988,23,0.118811881188119,261,"equal","0",3,1,TRUE,"off",99
"261.12",0.00164077391818492,25,0.128712871287129,261,"equal","0",3,1,TRUE,"off",99
"261.13",0.00226960593243865,27,0.138613861386139,261,"equal","0",3,1,TRUE,"off",99
"261.14",0.00265401169071637,29,0.148514851485149,261,"equal","0",3,1,TRUE,"off",99
"262",0.0285766303541779,1,0.0099009900990099,262,"equal","0",3,1,TRUE,"off",99
"262.1",0.0316723796542823,3,0.0198019801980198,262,"equal","0",3,1,TRUE,"off",99
"262.2",0.0217288182945989,5,0.0297029702970297,262,"equal","0",3,1,TRUE,"off",99
"262.3",0.0120325211574409,7,0.0396039603960396,262,"equal","0",3,1,TRUE,"off",99
"262.4",0.00613636512790472,9,0.0495049504950495,262,"equal","0",3,1,TRUE,"off",99
"262.5",0.00373203131041745,11,0.0594059405940594,262,"equal","0",3,1,TRUE,"off",99
"262.6",0.00115053044458639,13,0.0693069306930693,262,"equal","0",3,1,TRUE,"off",99
"262.7",0.000718169284484219,15,0.0792079207920792,262,"equal","0",3,1,TRUE,"off",99
"262.8",0.000656355332344958,17,0.0891089108910891,262,"equal","0",3,1,TRUE,"off",99
"262.9",0.000896181336970212,19,0.099009900990099,262,"equal","0",3,1,TRUE,"off",99
"262.10",0.00196540804093241,21,0.108910891089109,262,"equal","0",3,1,TRUE,"off",99
"262.11",0.00120036765399623,23,0.118811881188119,262,"equal","0",3,1,TRUE,"off",99
"262.12",0.00146636808973938,25,0.128712871287129,262,"equal","0",3,1,TRUE,"off",99
"262.13",0.00165837561707289,27,0.138613861386139,262,"equal","0",3,1,TRUE,"off",99
"262.14",0.000801470918769541,29,0.148514851485149,262,"equal","0",3,1,TRUE,"off",99
"263",0.0299344453544795,1,0.0099009900990099,263,"equal","0",3,1,TRUE,"off",99
"263.1",0.0337929890116884,3,0.0198019801980198,263,"equal","0",3,1,TRUE,"off",99
"263.2",0.0242093526635994,5,0.0297029702970297,263,"equal","0",3,1,TRUE,"off",99
"263.3",0.0141356561060143,7,0.0396039603960396,263,"equal","0",3,1,TRUE,"off",99
"263.4",0.00789856603084797,9,0.0495049504950495,263,"equal","0",3,1,TRUE,"off",99
"263.5",0.00466604009238548,11,0.0594059405940594,263,"equal","0",3,1,TRUE,"off",99
"263.6",0.00188566105390712,13,0.0693069306930693,263,"equal","0",3,1,TRUE,"off",99
"263.7",0.000734954788130344,15,0.0792079207920792,263,"equal","0",3,1,TRUE,"off",99
"263.8",0.000574024684169171,17,0.0891089108910891,263,"equal","0",3,1,TRUE,"off",99
"263.9",0.000216506822622667,19,0.425742574257426,263,"equal","0",3,1,TRUE,"off",99
"263.10",0.00097413492096527,21,0.118811881188119,263,"equal","0",3,1,TRUE,"off",99
"263.11",-0.000196599190516429,23,0.693069306930693,263,"equal","0",3,1,TRUE,"off",99
"263.12",-0.000708065318636524,25,0.237623762376238,263,"equal","0",3,1,TRUE,"off",99
"263.13",-0.000684118362180332,27,0.297029702970297,263,"equal","0",3,1,TRUE,"off",99
"263.14",-0.000712084234918043,29,0.356435643564356,263,"equal","0",3,1,TRUE,"off",99
"264",0.0312822518061394,1,0.0099009900990099,264,"equal","0",3,1,TRUE,"off",99
"264.1",0.0354991060792639,3,0.0198019801980198,264,"equal","0",3,1,TRUE,"off",99
"264.2",0.0252751083979482,5,0.0297029702970297,264,"equal","0",3,1,TRUE,"off",99
"264.3",0.0145285361138,7,0.0396039603960396,264,"equal","0",3,1,TRUE,"off",99
"264.4",0.00770363634175895,9,0.0495049504950495,264,"equal","0",3,1,TRUE,"off",99
"264.5",0.00392557477919408,11,0.0594059405940594,264,"equal","0",3,1,TRUE,"off",99
"264.6",8.78497126313681e-05,13,0.405940594059406,264,"equal","0",3,1,TRUE,"off",99
"264.7",-0.00190068966150292,15,0.0792079207920792,264,"equal","0",3,1,TRUE,"off",99
"264.8",-0.00325115431870436,17,0.0891089108910891,264,"equal","0",3,1,TRUE,"off",99
"264.9",-0.00380656909118877,19,0.099009900990099,264,"equal","0",3,1,TRUE,"off",99
"264.10",-0.00255064459462663,21,0.108910891089109,264,"equal","0",3,1,TRUE,"off",99
"264.11",-0.0028085969492131,23,0.118811881188119,264,"equal","0",3,1,TRUE,"off",99
"264.12",-0.00262876655346128,25,0.128712871287129,264,"equal","0",3,1,TRUE,"off",99
"264.13",-0.00213403906526056,27,0.138613861386139,264,"equal","0",3,1,TRUE,"off",99
"264.14",-0.00169558948559118,29,0.148514851485149,264,"equal","0",3,1,TRUE,"off",99
"265",0.0286261015453958,1,0.0099009900990099,265,"equal","0",3,1,TRUE,"off",87
"265.1",0.031925075915745,3,0.0198019801980198,265,"equal","0",3,1,TRUE,"off",87
"265.2",0.0221283785691994,5,0.0297029702970297,265,"equal","0",3,1,TRUE,"off",87
"265.3",0.0123075858089177,7,0.0396039603960396,265,"equal","0",3,1,TRUE,"off",87
"265.4",0.00661658080123972,9,0.0495049504950495,265,"equal","0",3,1,TRUE,"off",87
"265.5",0.00368156909852865,11,0.0594059405940594,265,"equal","0",3,1,TRUE,"off",87
"265.6",0.00103261617581491,13,0.0693069306930693,265,"equal","0",3,1,TRUE,"off",87
"265.7",6.5901264915691e-05,15,0.415841584158416,265,"equal","0",3,1,TRUE,"off",87
"265.8",-0.000254122258222711,17,0.455445544554455,265,"equal","0",3,1,TRUE,"off",87
"265.9",-0.000793465807262698,19,0.207920792079208,265,"equal","0",3,1,TRUE,"off",87
"265.10",-0.00015912194071636,21,0.792079207920792,265,"equal","0",3,1,TRUE,"off",87
"265.11",-0.000930664911210747,23,0.346534653465347,265,"equal","0",3,1,TRUE,"off",87
"265.12",-0.00131007851805571,25,0.128712871287129,265,"equal","0",3,1,TRUE,"off",87
"265.13",-0.00148801957709527,27,0.138613861386139,265,"equal","0",3,1,TRUE,"off",87
"265.14",-0.00143680169953413,29,0.148514851485149,265,"equal","0",3,1,TRUE,"off",87
"266",0.028856535504273,1,0.0099009900990099,266,"equal","0",3,1,TRUE,"off",99
"266.1",0.0329145592177021,3,0.0198019801980198,266,"equal","0",3,1,TRUE,"off",99
"266.2",0.0237745654118652,5,0.0297029702970297,266,"equal","0",3,1,TRUE,"off",99
"266.3",0.0136486065940511,7,0.0396039603960396,266,"equal","0",3,1,TRUE,"off",99
"266.4",0.0077690625693748,9,0.0495049504950495,266,"equal","0",3,1,TRUE,"off",99
"266.5",0.00518049021746174,11,0.0594059405940594,266,"equal","0",3,1,TRUE,"off",99
"266.6",0.00236887230345097,13,0.0693069306930693,266,"equal","0",3,1,TRUE,"off",99
"266.7",0.00114191072503184,15,0.0792079207920792,266,"equal","0",3,1,TRUE,"off",99
"266.8",0.00100028334346202,17,0.0891089108910891,266,"equal","0",3,1,TRUE,"off",99
"266.9",0.000648488082343365,19,0.099009900990099,266,"equal","0",3,1,TRUE,"off",99
"266.10",0.0011141079865119,21,0.108910891089109,266,"equal","0",3,1,TRUE,"off",99
"266.11",5.98747160568704e-05,23,0.554455445544555,266,"equal","0",3,1,TRUE,"off",99
"266.12",0.000438739240677206,25,0.336633663366337,266,"equal","0",3,1,TRUE,"off",99
"266.13",0.00113370206278212,27,0.138613861386139,266,"equal","0",3,1,TRUE,"off",99
"266.14",0.00171799957311536,29,0.148514851485149,266,"equal","0",3,1,TRUE,"off",99
"267",0.0292582113435175,1,0.0099009900990099,267,"equal","0",3,1,TRUE,"off",99
"267.1",0.0328091984646743,3,0.0198019801980198,267,"equal","0",3,1,TRUE,"off",99
"267.2",0.0230848781038833,5,0.0297029702970297,267,"equal","0",3,1,TRUE,"off",99
"267.3",0.0132723310405552,7,0.0396039603960396,267,"equal","0",3,1,TRUE,"off",99
"267.4",0.00758682235471321,9,0.0495049504950495,267,"equal","0",3,1,TRUE,"off",99
"267.5",0.00501509438830146,11,0.0594059405940594,267,"equal","0",3,1,TRUE,"off",99
"267.6",0.00251794258930622,13,0.0693069306930693,267,"equal","0",3,1,TRUE,"off",99
"267.7",0.00208534143116024,15,0.0792079207920792,267,"equal","0",3,1,TRUE,"off",99
"267.8",0.00284577599880888,17,0.0891089108910891,267,"equal","0",3,1,TRUE,"off",99
"267.9",0.00396164842746818,19,0.099009900990099,267,"equal","0",3,1,TRUE,"off",99
"267.10",0.00538586778017645,21,0.108910891089109,267,"equal","0",3,1,TRUE,"off",99
"267.11",0.0045750925086236,23,0.118811881188119,267,"equal","0",3,1,TRUE,"off",99
"267.12",0.00465044549688085,25,0.128712871287129,267,"equal","0",3,1,TRUE,"off",99
"267.13",0.00433246786114657,27,0.138613861386139,267,"equal","0",3,1,TRUE,"off",99
"267.14",0.00410698328406385,29,0.148514851485149,267,"equal","0",3,1,TRUE,"off",99
"268",0.0292422032783369,1,0.0099009900990099,268,"equal","0",3,1,TRUE,"off",99
"268.1",0.0327946108582145,3,0.0198019801980198,268,"equal","0",3,1,TRUE,"off",99
"268.2",0.0230266941705721,5,0.0297029702970297,268,"equal","0",3,1,TRUE,"off",99
"268.3",0.0124510193015009,7,0.0396039603960396,268,"equal","0",3,1,TRUE,"off",99
"268.4",0.00620046396387971,9,0.0495049504950495,268,"equal","0",3,1,TRUE,"off",99
"268.5",0.00255841960677912,11,0.0594059405940594,268,"equal","0",3,1,TRUE,"off",99
"268.6",-0.000347153774748185,13,0.128712871287129,268,"equal","0",3,1,TRUE,"off",99
"268.7",-0.00124154346974974,15,0.0792079207920792,268,"equal","0",3,1,TRUE,"off",99
"268.8",-0.00155117735747008,17,0.0891089108910891,268,"equal","0",3,1,TRUE,"off",99
"268.9",-0.0020640543569036,19,0.099009900990099,268,"equal","0",3,1,TRUE,"off",99
"268.10",-0.00173782420087762,21,0.108910891089109,268,"equal","0",3,1,TRUE,"off",99
"268.11",-0.00248236171735003,23,0.118811881188119,268,"equal","0",3,1,TRUE,"off",99
"268.12",-0.00261187743427124,25,0.128712871287129,268,"equal","0",3,1,TRUE,"off",99
"268.13",-0.00262829885407026,27,0.138613861386139,268,"equal","0",3,1,TRUE,"off",99
"268.14",-0.00246620071808016,29,0.148514851485149,268,"equal","0",3,1,TRUE,"off",99
"269",0.027198788029102,1,0.0099009900990099,269,"equal","0",3,1,TRUE,"off",99
"269.1",0.0304738225136595,3,0.0198019801980198,269,"equal","0",3,1,TRUE,"off",99
"269.2",0.0215376003474812,5,0.0297029702970297,269,"equal","0",3,1,TRUE,"off",99
"269.3",0.012821351135582,7,0.0396039603960396,269,"equal","0",3,1,TRUE,"off",99
"269.4",0.00795982077772859,9,0.0495049504950495,269,"equal","0",3,1,TRUE,"off",99
"269.5",0.00581047212244893,11,0.0594059405940594,269,"equal","0",3,1,TRUE,"off",99
"269.6",0.00312812629151562,13,0.0693069306930693,269,"equal","0",3,1,TRUE,"off",99
"269.7",0.00169995261850265,15,0.0792079207920792,269,"equal","0",3,1,TRUE,"off",99
"269.8",0.00175469041018229,17,0.0891089108910891,269,"equal","0",3,1,TRUE,"off",99
"269.9",0.00231311439833602,19,0.099009900990099,269,"equal","0",3,1,TRUE,"off",99
"269.10",0.00381677005724506,21,0.108910891089109,269,"equal","0",3,1,TRUE,"off",99
"269.11",0.00316396309657028,23,0.118811881188119,269,"equal","0",3,1,TRUE,"off",99
"269.12",0.00320429950430912,25,0.128712871287129,269,"equal","0",3,1,TRUE,"off",99
"269.13",0.003472419498106,27,0.138613861386139,269,"equal","0",3,1,TRUE,"off",99
"269.14",0.00337036813300785,29,0.148514851485149,269,"equal","0",3,1,TRUE,"off",99
"270",0.0307711334609669,1,0.0099009900990099,270,"equal","0",3,1,TRUE,"off",99
"270.1",0.0347135842263776,3,0.0198019801980198,270,"equal","0",3,1,TRUE,"off",99
"270.2",0.0245711056141065,5,0.0297029702970297,270,"equal","0",3,1,TRUE,"off",99
"270.3",0.0137577280773709,7,0.0396039603960396,270,"equal","0",3,1,TRUE,"off",99
"270.4",0.00755618306140273,9,0.0495049504950495,270,"equal","0",3,1,TRUE,"off",99
"270.5",0.00454948084934355,11,0.0594059405940594,270,"equal","0",3,1,TRUE,"off",99
"270.6",0.00151088652969507,13,0.0693069306930693,270,"equal","0",3,1,TRUE,"off",99
"270.7",-0.000101563974220053,15,0.475247524752475,270,"equal","0",3,1,TRUE,"off",99
