"","Mantel.local","Class.Index","P.value","run","Happy.type","Yard.diff","Neighbor.distance","Num.nursery","Mimicry","Constraint","Step"
"225.8",0.000172476973717116,17,1,225,"equal-or-greater",2,9,4,TRUE,"random",7
"225.9",0.000123639598788331,19,1,225,"equal-or-greater",2,9,4,TRUE,"random",7
"225.10",1.04021447184106e-05,21,1,225,"equal-or-greater",2,9,4,TRUE,"random",7
"225.11",-0.000137392431879542,23,1,225,"equal-or-greater",2,9,4,TRUE,"random",7
"225.12",-0.000406991566601173,25,1,225,"equal-or-greater",2,9,4,TRUE,"random",7
"225.13",9.19190346964984e-05,27,1,225,"equal-or-greater",2,9,4,TRUE,"random",7
"225.14",-4.29006914667763e-05,29,1,225,"equal-or-greater",2,9,4,TRUE,"random",7
"226",0.000272115007758291,1,0.0099009900990099,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.1",0.00048689283196326,3,0.0198019801980198,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.2",0.000495030449217106,5,0.0297029702970297,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.3",0.00046922310221453,7,0.0396039603960396,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.4",0.00064348072958457,9,0.0495049504950495,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.5",0.000610369816136241,11,0.0594059405940594,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.6",0.000402037656596617,13,0.0792079207920792,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.7",0.00059160707995686,15,0.158415841584158,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.8",0.000490175439964648,17,0.207920792079208,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.9",0.000426957281836152,19,0.277227722772277,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.10",0.000149452163309157,21,0.405940594059406,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.11",0.00011000803817442,23,0.712871287128713,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.12",0.000267366118941748,25,0.920792079207921,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.13",0.000200456743323598,27,1,226,"equal-or-greater",2,9,4,TRUE,"random",7
"226.14",0.000222342109463333,29,1,226,"equal-or-greater",2,9,4,TRUE,"random",7
"227",0.000261536086029163,1,0.0099009900990099,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.1",0.00029277853815216,3,0.0198019801980198,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.2",0.000392514008885644,5,0.0297029702970297,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.3",0.000276262278506497,7,0.108910891089109,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.4",0.000402002093864124,9,0.099009900990099,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.5",0.000223150856902372,11,0.217821782178218,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.6",0.000191267740853166,13,0.376237623762376,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.7",7.00937800080377e-06,15,0.594059405940594,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.8",8.64822800774813e-05,17,0.891089108910891,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.9",0.000293903286770829,19,0.94059405940594,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.10",0.000193721629625008,21,1,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.11",0.000460481647046296,23,1,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.12",0.000579979636621514,25,0.98019801980198,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.13",0.000460224454433786,27,1,227,"equal-or-greater",2,9,4,TRUE,"random",7
"227.14",0.000619286636417061,29,1,227,"equal-or-greater",2,9,4,TRUE,"random",7
"228",0.000374990057166547,1,0.0099009900990099,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.1",0.000493426772763325,3,0.0198019801980198,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.2",0.000697326683913997,5,0.0297029702970297,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.3",0.000542164189386487,7,0.0396039603960396,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.4",0.00102030628193068,9,0.0495049504950495,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.5",0.000763810340733584,11,0.0594059405940594,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.6",0.000903392587151946,13,0.0693069306930693,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.7",0.00113689069344255,15,0.0792079207920792,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.8",0.000963633066714327,17,0.0891089108910891,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.9",0.000934399121083856,19,0.099009900990099,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.10",0.000822162187579467,21,0.108910891089109,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.11",0.00124622878809112,23,0.118811881188119,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.12",0.00139638269470347,25,0.128712871287129,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.13",0.000996989035994548,27,0.138613861386139,228,"equal-or-greater",2,9,4,TRUE,"random",11
"228.14",0.000987542844783514,29,0.148514851485149,228,"equal-or-greater",2,9,4,TRUE,"random",11
"229",0.000360930355466219,1,0.0099009900990099,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.1",0.000593222295873604,3,0.0198019801980198,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.2",0.000627741588189367,5,0.0297029702970297,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.3",0.000328452495832654,7,0.0495049504950495,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.4",0.000287973561381283,9,0.138613861386139,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.5",0.000360562588320044,11,0.178217821782178,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.6",0.000127421146401145,13,0.376237623762376,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.7",-6.06132372990338e-05,15,0.752475247524752,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.8",-9.47123342726239e-06,17,1,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.9",0.000236144888806966,19,1,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.10",0.000258956633010372,21,1,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.11",-4.91713494508939e-05,23,1,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.12",-0.000101739145768442,25,1,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.13",1.71532366313729e-05,27,1,229,"equal-or-greater",2,9,4,TRUE,"random",8
"229.14",2.19034514022872e-05,29,1,229,"equal-or-greater",2,9,4,TRUE,"random",8
"230",0.000190220202658324,1,0.0396039603960396,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.1",0.000282148203000964,3,0.0198019801980198,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.2",0.000335638015574125,5,0.0297029702970297,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.3",0.00018557908754352,7,0.128712871287129,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.4",2.22211800285881e-05,9,0.495049504950495,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.5",0.000123163817233819,11,0.613861386138614,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.6",0.000413454735599709,13,0.198019801980198,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.7",-9.61129211216403e-06,15,0.99009900990099,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.8",9.59347114643384e-05,17,1,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.9",6.5729610987258e-05,19,1,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.10",-0.000134228653218079,21,1,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.11",-9.83409531806742e-05,23,1,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.12",-7.26920286431814e-05,25,1,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.13",-9.16408682531267e-06,27,1,230,"equal-or-greater",2,9,4,TRUE,"random",10
"230.14",-7.15402732654033e-05,29,1,230,"equal-or-greater",2,9,4,TRUE,"random",10
"231",0.00230247217913403,1,0.0099009900990099,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.1",0.00352748691440087,3,0.0198019801980198,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.2",0.00462099964484688,5,0.0297029702970297,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.3",0.00501419348516957,7,0.0396039603960396,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.4",0.00597770239354525,9,0.0495049504950495,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.5",0.00579555381081892,11,0.0594059405940594,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.6",0.00666815247540142,13,0.0693069306930693,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.7",0.00661800684293083,15,0.0792079207920792,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.8",0.00717009366870047,17,0.0891089108910891,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.9",0.00757517684091686,19,0.099009900990099,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.10",0.00753602994329667,21,0.108910891089109,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.11",0.00731190792841771,23,0.118811881188119,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.12",0.0076442980393534,25,0.128712871287129,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.13",0.00734139139982449,27,0.138613861386139,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"231.14",0.00714946308211537,29,0.148514851485149,231,"equal-or-greater",2,9,4,TRUE,"by-block",17
"232",0.00285879156208022,1,0.0099009900990099,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.1",0.00431837132554734,3,0.0198019801980198,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.2",0.00555774636545832,5,0.0297029702970297,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.3",0.00616175408030182,7,0.0396039603960396,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.4",0.00661013676864524,9,0.0495049504950495,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.5",0.00639492980157552,11,0.0594059405940594,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.6",0.00736415049565757,13,0.0693069306930693,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.7",0.00704625878372076,15,0.0792079207920792,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.8",0.00717759132641958,17,0.0891089108910891,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.9",0.00719961669502946,19,0.099009900990099,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.10",0.00697755689141411,21,0.108910891089109,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.11",0.00668520082557529,23,0.118811881188119,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.12",0.00709973855032179,25,0.128712871287129,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.13",0.00674772636953536,27,0.138613861386139,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"232.14",0.00633981635206807,29,0.148514851485149,232,"equal-or-greater",2,9,4,TRUE,"by-block",18
"233",0.00215892024485374,1,0.0099009900990099,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.1",0.00303489940068191,3,0.0198019801980198,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.2",0.00363371291316991,5,0.0297029702970297,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.3",0.0035867212882359,7,0.0396039603960396,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.4",0.00351022828310152,9,0.0495049504950495,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.5",0.00356296732340324,11,0.0594059405940594,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.6",0.00349961233439991,13,0.0693069306930693,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.7",0.00286852415210761,15,0.0792079207920792,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.8",0.00294921391670972,17,0.0891089108910891,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.9",0.00296818052828391,19,0.099009900990099,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.10",0.00326139648606456,21,0.108910891089109,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.11",0.00296628744503395,23,0.118811881188119,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.12",0.00278369334339593,25,0.128712871287129,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.13",0.00264772725362719,27,0.138613861386139,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"233.14",0.00266660180965146,29,0.148514851485149,233,"equal-or-greater",2,9,4,TRUE,"by-block",25
"234",0.0022066803562643,1,0.0099009900990099,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.1",0.00343261702407612,3,0.0198019801980198,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.2",0.00424091525603317,5,0.0297029702970297,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.3",0.00455708429826379,7,0.0396039603960396,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.4",0.0050560276073316,9,0.0495049504950495,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.5",0.00519200100702676,11,0.0594059405940594,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.6",0.00552705082479169,13,0.0693069306930693,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.7",0.00562620689533024,15,0.0792079207920792,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.8",0.00583909170116941,17,0.0891089108910891,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.9",0.00626939155832842,19,0.099009900990099,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.10",0.00626365449474528,21,0.108910891089109,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.11",0.00597300211368927,23,0.118811881188119,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.12",0.00622218372312392,25,0.128712871287129,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.13",0.00586506818647103,27,0.138613861386139,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"234.14",0.00608412906766603,29,0.148514851485149,234,"equal-or-greater",2,9,4,TRUE,"by-block",18
"235",0.0017738726030564,1,0.0099009900990099,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.1",0.00257178838257195,3,0.0198019801980198,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.2",0.0027578229812065,5,0.0297029702970297,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.3",0.00266490505422788,7,0.0396039603960396,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.4",0.00271662672447579,9,0.0495049504950495,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.5",0.00261118619442783,11,0.0594059405940594,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.6",0.00245735727187118,13,0.0693069306930693,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.7",0.0019857087807622,15,0.0792079207920792,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.8",0.00167779840833004,17,0.0891089108910891,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.9",0.00176041694054488,19,0.099009900990099,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.10",0.00168141393609177,21,0.108910891089109,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.11",0.00129165107132079,23,0.118811881188119,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.12",0.00111293855761775,25,0.128712871287129,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.13",0.000940067833400179,27,0.138613861386139,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"235.14",0.000806990388632721,29,0.148514851485149,235,"equal-or-greater",2,9,4,TRUE,"by-block",19
"236",0.00258005408798306,1,0.0099009900990099,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.1",0.00448479613037051,3,0.0198019801980198,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.2",0.00572847905607399,5,0.0297029702970297,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.3",0.00643036931246217,7,0.0396039603960396,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.4",0.00730791898426883,9,0.0495049504950495,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.5",0.00709934118601456,11,0.0594059405940594,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.6",0.00823732509419669,13,0.0693069306930693,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.7",0.0084925829420888,15,0.0792079207920792,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.8",0.00900446490446952,17,0.0891089108910891,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.9",0.0091474786761593,19,0.099009900990099,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.10",0.00909800409296479,21,0.108910891089109,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.11",0.00909576136408552,23,0.118811881188119,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.12",0.00949452210543073,25,0.128712871287129,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.13",0.0090567162552587,27,0.138613861386139,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"236.14",0.00899068299887572,29,0.148514851485149,236,"equal-or-greater",2,9,4,TRUE,"by-block",16
"237",0.00292813532879747,1,0.0099009900990099,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.1",0.00475075924142308,3,0.0198019801980198,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.2",0.00618304144553576,5,0.0297029702970297,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.3",0.00619818891668004,7,0.0396039603960396,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.4",0.00678522379558557,9,0.0495049504950495,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.5",0.00654774639793665,11,0.0594059405940594,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.6",0.00745480211472934,13,0.0693069306930693,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.7",0.00737081132488567,15,0.0792079207920792,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.8",0.0076775911002092,17,0.0891089108910891,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.9",0.00801808973893694,19,0.099009900990099,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.10",0.00787872205468775,21,0.108910891089109,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.11",0.00779756051334024,23,0.118811881188119,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.12",0.00809917155088097,25,0.128712871287129,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.13",0.00762721310560515,27,0.138613861386139,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"237.14",0.00774266211308436,29,0.148514851485149,237,"equal-or-greater",2,9,4,TRUE,"by-block",25
"238",0.00269285725369025,1,0.0099009900990099,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.1",0.00461821578005903,3,0.0198019801980198,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.2",0.005912089948207,5,0.0297029702970297,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.3",0.00665834804375012,7,0.0396039603960396,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.4",0.00757568335633678,9,0.0495049504950495,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.5",0.00758849312039455,11,0.0594059405940594,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.6",0.00865252471559432,13,0.0693069306930693,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.7",0.00850934826742377,15,0.0792079207920792,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.8",0.00876774422632431,17,0.0891089108910891,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.9",0.00921351500918883,19,0.099009900990099,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.10",0.00894373598457256,21,0.108910891089109,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.11",0.00884619500918342,23,0.118811881188119,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.12",0.00917162250532507,25,0.128712871287129,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.13",0.00883070216839877,27,0.138613861386139,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"238.14",0.00868544206028633,29,0.148514851485149,238,"equal-or-greater",2,9,4,TRUE,"by-block",18
"239",0.00239243017612733,1,0.0099009900990099,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.1",0.00345073568551712,3,0.0198019801980198,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.2",0.00401937627633716,5,0.0297029702970297,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.3",0.00406014880529862,7,0.0396039603960396,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.4",0.00425708483230397,9,0.0495049504950495,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.5",0.00393663169062381,11,0.0594059405940594,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.6",0.0039390034162835,13,0.0693069306930693,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.7",0.0032347045354544,15,0.0792079207920792,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.8",0.00265285589214192,17,0.0891089108910891,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.9",0.00247964372251035,19,0.099009900990099,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.10",0.00221905580133672,21,0.108910891089109,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.11",0.00155744505373025,23,0.118811881188119,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.12",0.00143767707438525,25,0.128712871287129,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.13",0.000726628271894138,27,0.138613861386139,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"239.14",0.000252134507424538,29,0.227722772277228,239,"equal-or-greater",2,9,4,TRUE,"by-block",25
"240",0.00216710866552369,1,0.0099009900990099,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.1",0.00278121980827563,3,0.0198019801980198,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.2",0.00299851499411962,5,0.0297029702970297,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.3",0.00276841546435806,7,0.0396039603960396,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.4",0.00228627693603191,9,0.0495049504950495,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.5",0.00206098054012244,11,0.0594059405940594,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.6",0.0017129399081468,13,0.0693069306930693,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.7",0.0012245501063572,15,0.0792079207920792,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.8",0.000765910666761155,17,0.0891089108910891,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.9",0.000373305694090693,19,0.207920792079208,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.10",5.28401721273542e-05,21,0.514851485148515,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.11",1.37693344900834e-05,23,1,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.12",-0.00091773594597362,25,0.237623762376238,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.13",-0.00089789807866721,27,0.198019801980198,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"240.14",-0.00141034530707071,29,0.178217821782178,240,"equal-or-greater",2,9,4,TRUE,"by-block",23
"241",0.0270959148144293,1,0.0099009900990099,241,"equal",0,3,1,TRUE,"off",99
"241.1",0.0300693950186118,3,0.0198019801980198,241,"equal",0,3,1,TRUE,"off",99
"241.2",0.0207381792068513,5,0.0297029702970297,241,"equal",0,3,1,TRUE,"off",99
"241.3",0.0113845918254249,7,0.0396039603960396,241,"equal",0,3,1,TRUE,"off",99
"241.4",0.00575299840844451,9,0.0495049504950495,241,"equal",0,3,1,TRUE,"off",99
"241.5",0.00325856797471301,11,0.0594059405940594,241,"equal",0,3,1,TRUE,"off",99
"241.6",0.000561605095458303,13,0.0693069306930693,241,"equal",0,3,1,TRUE,"off",99
"241.7",-0.00015189513712796,15,0.386138613861386,241,"equal",0,3,1,TRUE,"off",99
"241.8",0.000147243425793337,17,0.633663366336634,241,"equal",0,3,1,TRUE,"off",99
"241.9",0.000552373833620672,19,0.198019801980198,241,"equal",0,3,1,TRUE,"off",99
"241.10",0.00190743328497807,21,0.108910891089109,241,"equal",0,3,1,TRUE,"off",99
"241.11",0.00179413171483938,23,0.118811881188119,241,"equal",0,3,1,TRUE,"off",99
"241.12",0.00295535421944321,25,0.128712871287129,241,"equal",0,3,1,TRUE,"off",99
"241.13",0.00332736271013119,27,0.138613861386139,241,"equal",0,3,1,TRUE,"off",99
"241.14",0.0032872444984295,29,0.148514851485149,241,"equal",0,3,1,TRUE,"off",99
"242",0.0289096615567394,1,0.0099009900990099,242,"equal",0,3,1,TRUE,"off",99
"242.1",0.0326832687224728,3,0.0198019801980198,242,"equal",0,3,1,TRUE,"off",99
"242.2",0.0235139027041805,5,0.0297029702970297,242,"equal",0,3,1,TRUE,"off",99
"242.3",0.0141611659607418,7,0.0396039603960396,242,"equal",0,3,1,TRUE,"off",99
"242.4",0.00843756945581355,9,0.0495049504950495,242,"equal",0,3,1,TRUE,"off",99
"242.5",0.00561825643177323,11,0.0594059405940594,242,"equal",0,3,1,TRUE,"off",99
"242.6",0.00264218395164429,13,0.0693069306930693,242,"equal",0,3,1,TRUE,"off",99
"242.7",0.00159307670602695,15,0.0792079207920792,242,"equal",0,3,1,TRUE,"off",99
"242.8",0.0011356115929682,17,0.0891089108910891,242,"equal",0,3,1,TRUE,"off",99
"242.9",0.000251314875392099,19,0.247524752475248,242,"equal",0,3,1,TRUE,"off",99
"242.10",0.00055203046878223,21,0.257425742574257,242,"equal",0,3,1,TRUE,"off",99
"242.11",-0.000605154601421129,23,0.237623762376238,242,"equal",0,3,1,TRUE,"off",99
"242.12",-0.000633743186182862,25,0.356435643564356,242,"equal",0,3,1,TRUE,"off",99
"242.13",-0.00069181616339804,27,0.475247524752475,242,"equal",0,3,1,TRUE,"off",99
"242.14",-0.000552813784919164,29,0.594059405940594,242,"equal",0,3,1,TRUE,"off",99
"243",0.0281521466202305,1,0.0099009900990099,243,"equal",0,3,1,TRUE,"off",99
"243.1",0.0311575118721314,3,0.0198019801980198,243,"equal",0,3,1,TRUE,"off",99
"243.2",0.0216437980632359,5,0.0297029702970297,243,"equal",0,3,1,TRUE,"off",99
"243.3",0.0119314999690494,7,0.0396039603960396,243,"equal",0,3,1,TRUE,"off",99
"243.4",0.0063379667527592,9,0.0495049504950495,243,"equal",0,3,1,TRUE,"off",99
"243.5",0.00357763264133929,11,0.0594059405940594,243,"equal",0,3,1,TRUE,"off",99
"243.6",0.000935491033242007,13,0.0693069306930693,243,"equal",0,3,1,TRUE,"off",99
"243.7",7.31280370126717e-05,15,0.554455445544555,243,"equal",0,3,1,TRUE,"off",99
"243.8",0.000164773766375896,17,0.772277227722772,243,"equal",0,3,1,TRUE,"off",99
